seq	abundance	similarity
SRR3085693.42689	1	205
SRR3085688.79661	1	244
SRR3085689.142463	1	163
SRR3085690.3114	1	4
SRR3085698.178790	1	3501
SRR3085693.21887	1	663
SRR3085689.170504	1	162
SRR3085694.83885	1	0
SRR3085692.272417	1	18
SRR3085693.95509	1	75
SRR3085692.279152	1	0
SRR3085690.130063	1	205
SRR3085694.106367	1	36
SRR3085688.13086	1	2738
SRR3085689.241258	1	0
SRR3085689.2477	2	1
SRR3085698.174097	1	3702
SRR3085697.79575	1	1
SRR3085689.233879	6	49
SRR3085692.216142	1	316
SRR3085700.21128	1	68
SRR3085692.121053	1	0
SRR3085697.14041	1	3
SRR3085693.79968	1	76
SRR3085701.157001	1	691
SRR3085697.112338	1	4598
SRR3085697.15784	1	291
SRR3085689.117518	1	86
SRR3085693.53991	1	728
SRR3085689.66992	2	0
SRR3085691.157864	1	2
SRR3085692.38371	1	0
SRR3085691.119087	1	55
SRR3085701.65265	12	6
SRR3085689.9311	1	6
SRR3085690.123688	3	53
SRR3085692.285295	1	577
SRR3085694.137666	6	2
SRR3085690.122380	1	10
SRR3085688.83415	1	916
SRR3085693.79498	1	21
SRR3085692.86265	1	2
SRR3085688.61547	1	627
SRR3085696.114081	1	5
SRR3085694.99133	1	1538
SRR3085698.62166	1	3501
SRR3085692.133512	2	5
SRR3085693.60387	1	7
SRR3085690.173755	1	322
SRR3085692.93796	3	51
SRR3085697.92747	1	7
SRR3085696.8556	1	1
SRR3085698.9666	1	101
SRR3085692.64839	1	0
SRR3085696.147059	2	623
SRR3085688.82069	1	38
SRR3085695.13869	1	42
SRR3085697.74679	1	1
SRR3085695.72080	1	703
SRR3085694.82815	1	49
SRR3085700.89995	1	118
SRR3085699.72369	1	5
SRR3085692.230738	6	0
SRR3085701.81933	1	2
SRR3085689.131162	1	215
SRR3085693.76363	1	0
SRR3085689.207978	1	31
SRR3085696.65530	10	0
SRR3085701.154192	2	16
SRR3085695.118547	1	0
SRR3085688.111413	2	1
SRR3085694.19352	4	1
SRR3085689.171177	1	0
SRR3085689.236765	1	13
SRR3085691.96032	1	104
SRR3085700.71108	1	52
SRR3085700.113453	1	10
SRR3085690.42180	1	0
SRR3085694.22001	1	0
SRR3085694.152219	1	118
SRR3085689.157812	1	185
SRR3085691.486	1	0
SRR3085689.228552	1	18
SRR3085690.107346	1	138
SRR3085689.39275	1	169
SRR3085689.207599	1	1
SRR3085696.97191	1	27
SRR3085697.42919	5	0
SRR3085694.42591	1	296
SRR3085689.27817	1	349
SRR3085693.8879	1	38
SRR3085701.65014	1	4
SRR3085694.47325	1	39
SRR3085688.104470	4	566
SRR3085690.81839	1	0
SRR3085699.56766	1	4
SRR3085689.111011	1	0
SRR3085694.85398	1	141
SRR3085693.107289	1	56
SRR3085691.118286	1	0
SRR3085697.113078	1	62
SRR3085692.150880	1	13
SRR3085697.49357	1	138
SRR3085689.224966	1	1
SRR3085694.155269	2	18
SRR3085690.205649	1	174
SRR3085689.46128	1	542
SRR3085694.8691	1	5
SRR3085701.64702	8	3231
SRR3085689.69849	1	1
SRR3085696.16396	1	0
SRR3085693.103936	1	1466
SRR3085701.100039	1	139
SRR3085701.93320	1	0
SRR3085690.102008	1	416
SRR3085698.15973	1	14
SRR3085690.33029	1	4
SRR3085701.67440	1	96
SRR3085688.33488	1	19
SRR3085698.164803	1	28
SRR3085697.60546	2	52
SRR3085692.35415	1	3
SRR3085692.113089	369	15
SRR3085692.26036	16	9
SRR3085698.9978	1	2535
SRR3085691.151296	1	0
SRR3085689.147563	1	2
SRR3085698.72942	1	0
SRR3085691.44748	1	51
SRR3085693.44736	1	619
SRR3085694.105264	1	258
SRR3085698.120503	1	0
SRR3085691.36244	795	1045
SRR3085700.71797	1	46
SRR3085689.89647	1	19
SRR3085690.142123	1	0
SRR3085692.131568	1	13
SRR3085694.128383	1	33
SRR3085694.12272	5	1
SRR3085692.284866	1	4803
SRR3085694.128932	1	13
SRR3085697.129608	1	2
SRR3085697.5870	1	82
SRR3085689.117710	2	0
SRR3085689.139540	1	0
SRR3085691.148511	1	321
SRR3085691.79411	1	1
SRR3085692.257503	1	0
SRR3085700.20011	1	554
SRR3085700.16151	1	1
SRR3085688.105751	1	88
SRR3085698.107492	1	643
SRR3085700.16976	1	9
SRR3085697.74198	1	0
SRR3085693.17484	1	0
SRR3085690.215077	5	2
SRR3085692.7824	1	16
SRR3085689.151407	1	358
SRR3085689.15976	1	254
SRR3085700.391	1	23
SRR3085688.113463	1	22
SRR3085698.133777	1	1970
SRR3085695.95145	1	5
SRR3085699.13717	1	116
SRR3085693.73046	1	0
SRR3085692.225583	1	0
SRR3085690.73926	1	51
SRR3085694.93476	3	5
SRR3085689.174065	1	3
SRR3085690.202683	1	81
SRR3085688.59683	1	8
SRR3085688.100957	2	2
SRR3085693.97391	1	40
SRR3085693.141645	1	57
SRR3085689.183860	1	219
SRR3085700.123567	1	536
SRR3085691.122538	1	22
SRR3085699.3820	9	0
SRR3085695.39045	14	216
SRR3085696.110774	1	42
SRR3085700.41142	1	18
SRR3085689.204616	1	0
SRR3085698.175110	1	155
SRR3085696.23235	1	67
SRR3085689.162438	14	9
SRR3085692.219790	1	1
SRR3085700.104610	1	0
SRR3085697.119904	1	0
SRR3085692.130429	1	437
SRR3085697.17566	1	929
SRR3085692.89443	1	1056
SRR3085695.113583	1	4577
SRR3085700.110728	1	1
SRR3085691.372	5	198
SRR3085696.64481	1	102
SRR3085693.78066	7	69
SRR3085699.3383	1	48
SRR3085692.243200	1	425
SRR3085696.4356	1	68
SRR3085692.265761	1	0
SRR3085689.2634	1	186
SRR3085693.102222	1	1652
SRR3085695.17417	1	238
SRR3085690.128685	1	128
SRR3085693.14858	1	14
SRR3085690.2137	2	12
SRR3085698.157681	1	124
SRR3085693.123301	1	1
SRR3085699.1188	1	3832
SRR3085688.89870	1	1
SRR3085694.10957	1	0
SRR3085689.196285	16	44
SRR3085689.82642	83	223
SRR3085701.74245	1	1981
SRR3085696.658	1	0
SRR3085693.17488	7	540
SRR3085701.151266	1	5
SRR3085691.140975	1	3
SRR3085696.104659	1	3
SRR3085690.78453	1	16
SRR3085688.63074	1	213
SRR3085691.50236	1	13
SRR3085693.129603	1	101
SRR3085698.15980	1	209
SRR3085694.102235	1	1
SRR3085690.155297	3	2601
SRR3085690.36698	634	51
SRR3085700.90287	1	0
SRR3085689.189195	1	1
SRR3085692.271148	2	9
SRR3085690.154109	12	3
SRR3085694.5377	1	0
SRR3085695.88629	1	0
SRR3085694.153181	1	59
SRR3085698.104783	1	25
SRR3085689.99305	1	3685
SRR3085692.13275	1	8
SRR3085700.90752	1	15
SRR3085699.76319	1	37
SRR3085695.113478	1	13
SRR3085692.117987	1	38
SRR3085693.125130	1	373
SRR3085696.165504	1	0
SRR3085698.92989	1	0
SRR3085692.133742	1	4181
SRR3085701.60813	6	0
SRR3085699.18480	1	911
SRR3085698.93237	1	46
SRR3085692.189096	1	596
SRR3085697.72393	1	7
SRR3085693.39995	1	4
SRR3085692.213374	1	0
SRR3085701.77137	1	12
SRR3085695.25550	1	0
SRR3085692.278720	1	30
SRR3085699.57870	1	702
SRR3085697.30198	1	4599
SRR3085692.256408	1	20
SRR3085693.19002	3	53
SRR3085700.98877	5	0
SRR3085696.59641	1	50
SRR3085695.97822	1	10
SRR3085696.181112	2	84
SRR3085698.86252	1	1
SRR3085688.26877	1	1024
SRR3085689.171985	1	86
SRR3085689.128287	2	0
SRR3085691.139322	1	368
SRR3085696.162922	1	0
SRR3085689.175868	1	1
SRR3085700.108298	1	3
SRR3085689.222158	1	3753
SRR3085690.170286	1	3
SRR3085692.153496	1	2
SRR3085692.50356	1	431
SRR3085692.253238	1	0
SRR3085701.15564	1	61
SRR3085689.31590	1	66
SRR3085698.41793	1	5
SRR3085690.130958	1	464
SRR3085689.134920	1	15
SRR3085689.169504	1	42
SRR3085690.215718	1	50
SRR3085698.76079	1	4
SRR3085692.66289	1	0
SRR3085701.48276	3	3
SRR3085692.15735	1	1
SRR3085701.1065	1	251
SRR3085695.9843	1	0
SRR3085698.99053	1	5
SRR3085693.108774	1	7
SRR3085694.91119	1	12
SRR3085689.132017	1	1
SRR3085696.102791	1	259
SRR3085689.39603	1	70
SRR3085693.17496	1	0
SRR3085694.107441	1	3
SRR3085698.64659	1	106
SRR3085693.67227	1	4
SRR3085697.54528	1	66
SRR3085696.52134	1	0
SRR3085700.62516	1	6
SRR3085690.21998	1	4
SRR3085698.174199	1	2507
SRR3085696.119754	1	1
SRR3085692.107771	1	7
SRR3085693.40569	1	5
SRR3085694.130297	1	2
SRR3085694.129145	1	3
SRR3085698.137918	1	17
SRR3085692.157990	1	0
SRR3085694.63306	2	20
SRR3085693.92107	1	0
SRR3085696.98016	13	20
SRR3085688.69280	1	0
SRR3085698.49349	60	73
SRR3085689.18820	1	2
SRR3085696.163467	1	5
SRR3085694.75926	1	1033
SRR3085697.129308	1	35
SRR3085692.148600	1	0
SRR3085690.92251	1	153
SRR3085699.36531	1	61
SRR3085689.22823	1	34
SRR3085692.292660	1	10
SRR3085694.66009	1	362
SRR3085697.4516	1	136
SRR3085692.59719	1	0
SRR3085689.215648	1	3
SRR3085688.16272	1	0
SRR3085690.83716	1	16
SRR3085695.11585	1	18
SRR3085695.109384	1	524
SRR3085692.87045	1	0
SRR3085698.115921	1	6
SRR3085700.17645	8	0
SRR3085694.55338	1	26
SRR3085689.192668	1	0
SRR3085697.60277	1	594
SRR3085690.39423	1	608
SRR3085698.42380	1	3038
SRR3085689.231279	1	120
SRR3085689.53180	1	3073
SRR3085694.104117	1	3
SRR3085690.216833	1	0
SRR3085689.189196	1	1
SRR3085690.24054	1	15
SRR3085693.135813	1	78
SRR3085690.5857	1	2736
SRR3085694.90374	1	77
SRR3085693.134976	1	220
SRR3085691.98487	1	50
SRR3085692.253780	1	1
SRR3085691.159558	1	7
SRR3085692.230847	1	200
SRR3085688.110648	1	3132
SRR3085696.192599	1	94
SRR3085701.103841	3	1
SRR3085697.104964	1	4
SRR3085688.93268	1	332
SRR3085696.41008	1	75
SRR3085701.14945	12	128
SRR3085690.9529	1	404
SRR3085694.112124	3	0
SRR3085695.35302	1	17
SRR3085698.4404	1	109
SRR3085701.108654	1	2
SRR3085689.56967	1	58
SRR3085700.103236	1	152
SRR3085694.153056	1	17
SRR3085692.232035	3	681
SRR3085689.49570	1	0
SRR3085694.53841	1	17
SRR3085692.127498	1	403
SRR3085692.216010	1	128
SRR3085701.18653	1	0
SRR3085699.5003	1	191
SRR3085696.183379	1	2
SRR3085689.32363	634	28
SRR3085692.210695	1	4
SRR3085700.115183	3	28
SRR3085692.80616	1	5
SRR3085690.89188	1	1
SRR3085693.44481	1	346
SRR3085696.53612	1	12
SRR3085701.42040	4	285
SRR3085693.140426	1	1
SRR3085696.57729	1	4618
SRR3085692.173797	1	608
SRR3085694.119511	1	145
SRR3085691.44175	23	159
SRR3085700.107779	1	2587
SRR3085690.211404	1	3985
SRR3085701.119757	1	37
SRR3085696.27792	1	19
SRR3085698.74376	1	10
SRR3085700.2721	1	228
SRR3085697.10720	1	33
SRR3085692.16940	1	0
SRR3085689.226166	1	209
SRR3085697.62518	1	532
SRR3085688.897	1	10
SRR3085690.219283	1	4
SRR3085700.65154	1	101
SRR3085689.80296	1	0
SRR3085701.107410	1	4
SRR3085695.37958	1	579
SRR3085701.115662	2	12
SRR3085701.21908	1	15
SRR3085701.121248	1	2819
SRR3085698.83300	1	0
SRR3085693.58934	1	0
SRR3085689.40	111	4
SRR3085689.5828	1	2526
SRR3085691.106764	1	50
SRR3085697.118339	1	13
SRR3085700.70482	1	8
SRR3085694.107467	1	3
SRR3085691.18131	1	10
SRR3085697.108984	1	0
SRR3085701.108283	3	2
SRR3085692.229644	99	54
SRR3085691.99523	1	0
SRR3085689.78952	1	8
SRR3085700.47579	1	3
SRR3085696.122179	1	187
SRR3085692.219851	1	1
SRR3085696.32868	101	15
SRR3085701.46581	1	96
SRR3085694.130967	9	5
SRR3085688.4917	1	3860
SRR3085689.217338	1	122
SRR3085692.79426	1	78
SRR3085696.87108	1	55
SRR3085688.13746	1	11
SRR3085699.11124	2	0
SRR3085696.101835	4	3
SRR3085689.135481	1	16
SRR3085698.143567	1	3339
SRR3085696.96808	1	0
SRR3085696.172118	1	8
SRR3085700.18422	2	0
SRR3085692.222926	1	0
SRR3085692.217887	1	215
SRR3085691.117215	1	1
SRR3085689.246124	2	36
SRR3085689.131667	1	343
SRR3085689.21485	1	305
SRR3085695.32951	1	22
SRR3085699.64456	1	3
SRR3085698.134871	1	266
SRR3085698.154572	1	152
SRR3085692.66747	1	8
SRR3085695.27892	1	414
SRR3085691.50255	1	2
SRR3085691.81716	1	4
SRR3085701.82161	1	11
SRR3085698.124465	1	286
SRR3085700.26255	1	707
SRR3085694.22432	1	32
SRR3085696.196592	1	0
SRR3085688.100571	1	1
SRR3085695.35911	1	149
SRR3085698.181658	1	2
SRR3085694.113515	1	1
SRR3085691.143654	1	0
SRR3085689.141431	1	277
SRR3085689.231321	2	4
SRR3085689.39392	1	1
SRR3085688.66219	1	311
SRR3085688.52642	1	1076
SRR3085701.36340	1	51
SRR3085696.107091	1	19
SRR3085689.218830	1	669
SRR3085693.35958	1	242
SRR3085692.251063	2	1
SRR3085691.33996	1	16
SRR3085692.163803	1	3202
SRR3085700.20231	5	2
SRR3085692.122732	1	199
SRR3085690.158816	1	172
SRR3085692.21799	1	4451
SRR3085690.123285	1	10
SRR3085694.9027	1	0
SRR3085701.144795	1	72
SRR3085692.281363	1	4
SRR3085698.103319	14	321
SRR3085700.55998	1	319
SRR3085691.64101	1	29
SRR3085693.18301	1	3328
SRR3085699.62482	1	703
SRR3085698.141799	1	0
SRR3085692.193373	1	37
SRR3085689.125113	1	25
SRR3085690.196677	1	2699
SRR3085691.76215	1	4592
SRR3085690.209657	1	3
SRR3085692.231121	21	464
SRR3085690.208919	1	2
SRR3085688.31750	1	3833
SRR3085695.13668	1	0
SRR3085690.2146	1	145
SRR3085696.22991	1	38
SRR3085690.215582	1	568
SRR3085693.101751	1	19
SRR3085688.113273	1	0
SRR3085700.27763	1	205
SRR3085690.213458	1	552
SRR3085697.11699	1	8
SRR3085692.99363	1	1
SRR3085692.144430	1	7
SRR3085694.129476	1	3
SRR3085689.246505	3	2
SRR3085694.93497	1	284
SRR3085700.49583	74	9
SRR3085696.113554	1	5
SRR3085692.167682	1	69
SRR3085694.28723	1	0
SRR3085690.157552	1	12
SRR3085693.125161	1	29
SRR3085692.229895	2	0
SRR3085692.3441	1	14
SRR3085691.152344	1	24
SRR3085694.24813	1	3148
SRR3085692.149483	1	82
SRR3085693.115083	1	240
SRR3085696.36414	1	2
SRR3085693.38714	10	55
SRR3085689.88856	1	0
SRR3085696.199070	1	405
SRR3085691.163296	1	0
SRR3085691.6552	1	0
SRR3085690.61593	3	1
SRR3085691.19945	1	4
SRR3085689.220839	1	11
SRR3085693.43333	1	4
SRR3085694.926	160	667
SRR3085697.129717	1	397
SRR3085693.128078	1	407
SRR3085692.22050	1	0
SRR3085689.221803	3	8
SRR3085688.36525	1	1
SRR3085699.39451	1	2
SRR3085692.32316	1	470
SRR3085692.143362	2	571
SRR3085693.131247	1	45
SRR3085694.64322	1	161
SRR3085700.51692	3	0
SRR3085688.73974	1	601
SRR3085694.123169	1	11
SRR3085701.15934	2	90
SRR3085690.82073	1	28
SRR3085693.58593	1	249
SRR3085696.84348	1	7
SRR3085690.156393	1	467
SRR3085692.20728	1	125
SRR3085692.109580	1	1
SRR3085689.88951	1	0
SRR3085689.199930	1	705
SRR3085697.13850	1	3
SRR3085696.113636	84	3
SRR3085690.20345	1	3
SRR3085697.80582	1	225
SRR3085692.28713	1	3
SRR3085694.5910	1	2533
SRR3085689.44625	1	317
SRR3085694.80851	1	131
SRR3085701.84753	1	3608
SRR3085693.37286	52	121
SRR3085697.18754	4	2
SRR3085691.129606	31	2
SRR3085698.149674	1	101
SRR3085700.128461	1	197
SRR3085697.61245	1	9
SRR3085692.203911	1	0
SRR3085701.70962	1	657
SRR3085692.227521	1	4627
SRR3085696.195240	1	4029
SRR3085691.118514	1	63
SRR3085696.35634	1	6
SRR3085690.58455	3	38
SRR3085695.89467	1	144
SRR3085700.109064	3	164
SRR3085697.89653	1	0
SRR3085692.3208	1	23
SRR3085700.19124	1	7
SRR3085699.56612	7	2
SRR3085701.35911	1	30
SRR3085694.13791	1	0
SRR3085688.39776	2	0
SRR3085689.130729	1	103
SRR3085700.121577	1	19
SRR3085694.45847	1	140
SRR3085695.67476	1	489
SRR3085700.39291	1	49
SRR3085690.76988	1	126
SRR3085690.140624	1	3183
SRR3085690.43411	1	178
SRR3085689.171576	1	207
SRR3085688.103593	1	592
SRR3085692.28457	1	9
SRR3085698.148854	1	67
SRR3085696.114622	1	96
SRR3085695.20288	5	4
SRR3085700.74617	1	326
SRR3085692.117109	1	0
SRR3085701.28460	1	27
SRR3085696.100973	1	1
SRR3085690.107980	2	170
SRR3085690.86794	1	63
SRR3085689.8727	1	200
SRR3085691.105793	1	2780
SRR3085696.22956	1	1
SRR3085692.271912	1	12
SRR3085698.184655	1	2444
SRR3085689.9482	1	399
SRR3085701.92175	1	94
SRR3085690.121046	1	771
SRR3085698.149612	1	212
SRR3085693.39865	1	803
SRR3085692.144381	2	37
SRR3085701.54395	1	68
SRR3085694.29880	1	11
SRR3085689.47935	1	0
SRR3085700.7501	1	247
SRR3085693.59761	1	3034
SRR3085693.6425	1	1
SRR3085692.160944	1	0
SRR3085692.248238	1	12
SRR3085689.81323	2	0
SRR3085690.177821	1	4237
SRR3085700.119738	1	285
SRR3085696.1325	1	4
SRR3085694.104774	1	0
SRR3085688.84834	1	148
SRR3085692.15378	1	10
SRR3085698.23168	1	6
SRR3085697.31151	1	0
SRR3085701.56204	1	0
SRR3085688.37064	1	45
SRR3085698.107221	1	3
SRR3085701.86329	1	0
SRR3085694.66395	1	2
SRR3085698.126616	1	217
SRR3085697.8051	1	10
SRR3085689.112920	13	0
SRR3085693.44723	1	6
SRR3085698.139067	1	12
SRR3085689.134615	3	9
SRR3085689.158738	1	14
SRR3085689.169486	1	2787
SRR3085697.124231	1	7
SRR3085690.148194	1	0
SRR3085697.124714	1	2742
SRR3085697.92449	1	2688
SRR3085688.85868	1	2
SRR3085693.61548	1	13
SRR3085695.17003	1	26
SRR3085696.42615	1	6
SRR3085692.81286	1	0
SRR3085697.64692	1	6
SRR3085696.161520	1	3
SRR3085701.92543	1	292
SRR3085694.148129	1	6
SRR3085696.194830	1	110
SRR3085694.127412	1	1713
SRR3085692.66383	1	1
SRR3085690.2401	1	6
SRR3085701.54631	1	0
SRR3085689.204938	1	3
SRR3085698.8898	1	0
SRR3085694.50145	1	62
SRR3085690.106782	1	3047
SRR3085689.234950	1	0
SRR3085692.268629	1	88
SRR3085701.69238	1	924
SRR3085696.58307	1	10
SRR3085696.106530	1	113
SRR3085696.161245	109	136
SRR3085696.17686	1	1
SRR3085697.5441	1	3
SRR3085701.118170	1	191
SRR3085693.128690	1	3347
SRR3085692.85606	1	19
SRR3085691.108020	1	382
SRR3085692.206087	1	58
SRR3085689.167349	1	7
SRR3085697.43522	1	0
SRR3085694.111874	1	280
SRR3085701.110744	1	2434
SRR3085689.2154	1	3558
SRR3085698.184886	1	915
SRR3085697.19959	1	0
SRR3085692.189534	1	6
SRR3085701.51758	1	349
SRR3085694.19063	1	21
SRR3085694.137562	1	1
SRR3085694.69454	1	12
SRR3085692.187010	1	30
SRR3085688.34353	1	3
SRR3085693.26859	1	7
SRR3085692.301397	1	171
SRR3085701.112555	1	0
SRR3085691.56046	1	177
SRR3085691.152725	2	354
SRR3085698.122788	1	2959
SRR3085700.106712	1	1
SRR3085688.30653	18	793
SRR3085692.211976	363	63
SRR3085694.88856	1	0
SRR3085698.134282	1	1
SRR3085701.143104	1	17
SRR3085692.142897	1	6
SRR3085698.122325	1	3506
SRR3085690.53100	1	3812
SRR3085692.100428	1	25
SRR3085694.87038	1	0
SRR3085698.159474	1	479
SRR3085694.78843	1	88
SRR3085697.102288	1	144
SRR3085692.152537	1	0
SRR3085698.33852	1	42
SRR3085689.212843	1	921
SRR3085698.62824	1	155
SRR3085695.28413	1	5
SRR3085696.77564	1	158
SRR3085691.163450	1	36
SRR3085697.129412	1	751
SRR3085700.6637	1	321
SRR3085694.94372	1	19
SRR3085695.82420	1	333
SRR3085694.7530	1	20
SRR3085700.112396	1	3
SRR3085690.212443	1	30
SRR3085701.139255	1	110
SRR3085690.20016	12	199
SRR3085698.10156	1	2741
SRR3085697.35619	1	4634
SRR3085697.83765	1	30
SRR3085697.64825	1	89
SRR3085695.17004	1	3866
SRR3085696.107316	1	62
SRR3085701.65368	3	1
SRR3085694.31804	1	584
SRR3085694.140741	1	1
SRR3085689.160389	1	3715
SRR3085694.30974	1	22
SRR3085689.182888	1	14
SRR3085696.97149	1	1818
SRR3085699.56516	4	0
SRR3085693.80720	1	29
SRR3085693.100773	1	1
SRR3085690.130570	7	52
SRR3085700.21791	4	1
SRR3085692.135379	1	3819
SRR3085699.12380	1	717
SRR3085695.57322	1	0
SRR3085697.97862	1	4758
SRR3085694.49359	1	49
SRR3085690.211739	1	3812
SRR3085696.187892	1	629
SRR3085690.70145	1	4628
SRR3085695.90721	1	4606
SRR3085688.84409	1	1
SRR3085692.12143	1	3850
SRR3085696.86242	2	6
SRR3085689.177775	1	7
SRR3085694.60449	1	3548
SRR3085689.120692	1	0
SRR3085694.141397	1	0
SRR3085700.44020	1	208
SRR3085692.1995	24	11
SRR3085698.70351	1	21
SRR3085697.4181	1	0
SRR3085691.155405	1	19
SRR3085698.57003	1	7
SRR3085692.246967	1	41
SRR3085694.154369	1	104
SRR3085691.84424	1	7
SRR3085698.183095	1	178
SRR3085691.8627	1	3
SRR3085692.126443	1	535
SRR3085690.17173	1	0
SRR3085689.132634	1	5
SRR3085690.73007	1	1
SRR3085693.28935	1	237
SRR3085701.153715	1	53
SRR3085688.63069	1	22
SRR3085688.105954	1	0
SRR3085688.60692	1	3893
SRR3085700.114084	1	11
SRR3085694.48010	1	25
SRR3085690.74900	1	4034
SRR3085690.111535	1	211
SRR3085700.51667	1	64
SRR3085698.23820	1	19
SRR3085697.114818	1	144
SRR3085693.127351	1	197
SRR3085694.104979	1	50
SRR3085692.299788	1	0
SRR3085692.118928	1	757
SRR3085688.91180	1	40
SRR3085689.217976	1	141
SRR3085691.94724	1	420
SRR3085701.21276	1	80
SRR3085691.159539	1	1
SRR3085693.121696	1	454
SRR3085700.50735	3	0
SRR3085697.21239	1	1
SRR3085701.147259	1	1
SRR3085696.199008	1	0
SRR3085690.20732	6	4
SRR3085692.119243	1	1
SRR3085701.15872	1	58
SRR3085689.51948	13	330
SRR3085693.124951	1	227
SRR3085689.211509	1	32
SRR3085699.7648	8	2
SRR3085689.165536	1	1
SRR3085700.104076	1	104
SRR3085696.39004	1	4585
SRR3085701.142297	1	8
SRR3085696.31825	1	4477
SRR3085692.150476	1	442
SRR3085688.80720	2	1
SRR3085689.228701	1	21
SRR3085690.88834	1441	571
SRR3085701.24994	1	684
SRR3085692.278654	1	214
SRR3085701.150419	1	0
SRR3085696.109036	1	24
SRR3085692.219760	1	9
SRR3085695.36062	1	228
SRR3085700.99594	1	2906
SRR3085698.76199	2	307
SRR3085692.85485	1	38
SRR3085689.169276	1	0
SRR3085701.160204	1	3
SRR3085692.32284	1	12
SRR3085691.108891	1	245
SRR3085689.105900	1	9
SRR3085694.94450	1	92
SRR3085700.91249	3	51
SRR3085689.135416	1	2
SRR3085689.30938	1	1
SRR3085698.20476	1	132
SRR3085690.56456	1	1
SRR3085694.87143	1	3
SRR3085697.85281	1	6
SRR3085698.4354	1	40
SRR3085701.2237	3	0
SRR3085692.36342	1	12
SRR3085692.269179	1	240
SRR3085692.111316	1	261
SRR3085696.99743	1	442
SRR3085688.44259	1	9
SRR3085691.15740	1	313
SRR3085690.18360	1	4025
SRR3085694.5857	1	1
SRR3085695.95280	13	1
SRR3085693.123926	1	11
SRR3085696.124663	1	14
SRR3085691.109744	1	1
SRR3085692.284578	1	446
SRR3085689.13016	1	182
SRR3085689.186982	1	15
SRR3085692.265589	1	0
SRR3085694.144180	1	30
SRR3085696.103498	1	0
SRR3085690.209048	1	207
SRR3085699.6185	1	2871
SRR3085688.6771	1	425
SRR3085689.38937	1	100
SRR3085698.167963	1	9
SRR3085701.87875	1	189
SRR3085691.47689	1	13
SRR3085690.212258	5	0
SRR3085693.79521	1	46
SRR3085690.5388	2	89
SRR3085689.101407	1	290
SRR3085694.87878	1	1
SRR3085688.95209	1	1443
SRR3085692.166860	1	3
SRR3085695.43957	1	256
SRR3085694.51151	1	3
SRR3085689.201114	1	175
SRR3085695.83750	1	716
SRR3085691.96055	7	56
SRR3085691.154202	1	306
SRR3085690.48946	1	0
SRR3085692.122651	1	167
SRR3085694.56326	1	301
SRR3085697.113554	15	5
SRR3085689.150833	1	1694
SRR3085693.134211	1	58
SRR3085692.136039	1	10
SRR3085692.73980	1	384
SRR3085690.29554	1	4015
SRR3085696.106263	1	16
SRR3085700.56064	1	1
SRR3085688.69721	1	4
SRR3085698.50227	1	18
SRR3085693.95352	2	5
SRR3085696.77974	1	9
SRR3085699.62225	1	3
SRR3085696.24103	1	9
SRR3085694.69700	1	22
SRR3085689.131191	1	66
SRR3085688.39812	1	2
SRR3085698.36239	1	584
SRR3085696.160241	1	93
SRR3085692.644	36	778
SRR3085692.33753	1	242
SRR3085689.212688	1	0
SRR3085698.12962	1	9
SRR3085693.92419	1	25
SRR3085696.125404	1	148
SRR3085696.80440	2	61
SRR3085693.108244	1	89
SRR3085692.73289	1	0
SRR3085697.69213	1	0
SRR3085693.16176	1	124
SRR3085692.105127	1	4582
SRR3085690.202349	1	734
SRR3085688.86433	1	0
SRR3085701.9583	7	0
SRR3085697.111955	1	72
SRR3085692.129803	1	0
SRR3085694.79497	1	3616
SRR3085689.115813	15546	311
SRR3085693.50844	1	99
SRR3085692.92476	1	205
SRR3085698.5389	1	438
SRR3085692.49035	7	7
SRR3085688.34335	1	17
SRR3085689.151076	1	41
SRR3085694.79769	1	0
SRR3085689.191846	1	3
SRR3085691.89234	1	4583
SRR3085689.211104	1	100
SRR3085700.98455	1	358
SRR3085697.43067	1	122
SRR3085696.151983	1	4247
SRR3085689.227069	1	1
SRR3085698.135750	5	52
SRR3085688.106320	1	1
SRR3085692.134661	3	3
SRR3085690.12134	1	4016
SRR3085689.116521	1	0
SRR3085688.84942	1	728
SRR3085689.113764	1	10
SRR3085697.78202	1	52
SRR3085692.3324	1	119
SRR3085690.73259	1	36
SRR3085689.76372	1	365
SRR3085692.120764	1	548
SRR3085692.12778	1	3
SRR3085695.94510	1	6
SRR3085700.6219	1	2534
SRR3085701.77399	1	5
SRR3085692.222700	1	233
SRR3085692.174603	2	68
SRR3085699.50327	1	571
SRR3085694.52367	1	3
SRR3085692.268473	1	77
SRR3085695.119015	1	68
SRR3085690.61940	1	0
SRR3085688.62846	1	4061
SRR3085689.177503	1	152
SRR3085694.84453	1	46
SRR3085699.16616	1	4682
SRR3085692.93953	1	0
SRR3085689.54983	1	1008
SRR3085701.67951	1	164
SRR3085693.81638	1	808
SRR3085692.225834	1	25
SRR3085689.110534	1	1
SRR3085701.126668	1	0
SRR3085695.24886	1	0
SRR3085700.6023	1	299
SRR3085698.80485	1	178
SRR3085692.153184	1	164
SRR3085692.140338	1	0
SRR3085690.80074	1	94
SRR3085698.77206	1	398
SRR3085694.22734	1	29
SRR3085694.134276	1	96
SRR3085696.17465	6	26
SRR3085693.121091	1	3668
SRR3085697.103501	1	261
SRR3085690.165165	1	4184
SRR3085696.129501	1	0
